event_id,match_id,event_name,event_date,event_place,f1name,f2name,f1result,f2result,f1fid,f2fid,method,method_d,ref,round,duration
20203,7,UFC on Fuel TV 3 - Korean Zombie vs. Poirier,2012-05-15,"Patriot Center, Fairfax, Virginia, United States",Tom Lawlor,Jason MacDonald,win,loss,21940,4389,KO,Punches,Todd McGovern,1,0:50
20203,6,UFC on Fuel TV 3 - Korean Zombie vs. Poirier,2012-05-15,"Patriot Center, Fairfax, Virginia, United States",Brad Tavares,Dongi Yang,win,loss,33095,23501,Decision,Unanimous,Dan Miragliotta,3,5:00
20203,5,UFC on Fuel TV 3 - Korean Zombie vs. Poirier,2012-05-15,"Patriot Center, Fairfax, Virginia, United States",Cody McKenzie,Marcus LeVesseur,win,loss,22173,23538,Submission,Guillotine Choke,Keith Peterson,1,3:05
20203,4,UFC on Fuel TV 3 - Korean Zombie vs. Poirier,2012-05-15,"Patriot Center, Fairfax, Virginia, United States",T.J. Grant,Carlo Prater,win,loss,15906,6767,Decision,Unanimous,Mario Yamasaki,3,5:00
20203,3,UFC on Fuel TV 3 - Korean Zombie vs. Poirier,2012-05-15,"Patriot Center, Fairfax, Virginia, United States",Rafael dos Anjos,Kamal Shalorus,win,loss,11675,31151,Submission,Rear-Naked Choke,Todd McGovern,1,1:40
20203,2,UFC on Fuel TV 3 - Korean Zombie vs. Poirier,2012-05-15,"Patriot Center, Fairfax, Virginia, United States",Johnny Eduardo,Jeff Curran,win,loss,426,770,Decision,Unanimous,Rick McCoy,3,5:00
20203,1,UFC on Fuel TV 3 - Korean Zombie vs. Poirier,2012-05-15,"Patriot Center, Fairfax, Virginia, United States",Francisco Rivera,Alex Soto,win,loss,11908,50367,Decision,Unanimous,Rick McCoy,3,5:00
20353,11,UFC 146 - Dos Santos vs. Mir,2012-05-26,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Cain Velasquez,Antonio Silva,win,loss,19102,12354,TKO,Punches,Josh Rosenthal,1,3:36
20353,10,UFC 146 - Dos Santos vs. Mir,2012-05-26,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Roy Nelson,Dave Herman,win,loss,10249,19720,KO,Punch,Steve Mazzagatti,1,0:51
20353,9,UFC 146 - Dos Santos vs. Mir,2012-05-26,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Stipe Miocic,Shane del Rosario,win,loss,39537,17393,TKO,Elbows,Yves Lavigne,2,3:14
20353,8,UFC 146 - Dos Santos vs. Mir,2012-05-26,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Stefan Struve,Lavar Johnson,win,loss,15063,9511,Submission,Armbar,Josh Rosenthal,1,1:05
20353,7,UFC 146 - Dos Santos vs. Mir,2012-05-26,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Darren Elkins,Diego Brandao,win,loss,22094,25097,Decision,Unanimous,Herb Dean,3,5:00
20353,6,UFC 146 - Dos Santos vs. Mir,2012-05-26,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Jamie Varner,Edson Barboza,win,loss,7168,46259,TKO,Punches,Steve Mazzagatti,1,3:23
20353,5,UFC 146 - Dos Santos vs. Mir,2012-05-26,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",C.B. Dollaway,Jason Miller,win,loss,22350,7798,Decision,Unanimous,Yves Lavigne,3,5:00
20353,4,UFC 146 - Dos Santos vs. Mir,2012-05-26,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Dan Hardy,Duane Ludwig,win,loss,10629,101,KO,Punch and Elbows,Josh Rosenthal,1,3:51
20353,3,UFC 146 - Dos Santos vs. Mir,2012-05-26,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Paul Sass,Jacob Volkmann,win,loss,23531,24765,Submission,Triangle Armbar,Herb Dean,1,1:54
20353,2,UFC 146 - Dos Santos vs. Mir,2012-05-26,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Glover Teixeira,Kyle Kingsbury,win,loss,4655,16558,Submission,Arm-Triangle Choke,Steve Mazzagatti,1,1:53
20353,1,UFC 146 - Dos Santos vs. Mir,2012-05-26,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Mike Thomas Brown,Daniel Pineda,win,loss,3069,21564,Decision,Unanimous,Yves Lavigne,3,5:00
19325,10,UFC - The Ultimate Fighter 15 Finale,2012-06-01,"Palms Casino Resort, Las Vegas, Nevada, United States",Martin Kampmann,Jake Ellenberger,win,loss,5344,13068,TKO,Knee,Steve Mazzagatti,2,1:40
19325,8,UFC - The Ultimate Fighter 15 Finale,2012-06-01,"Palms Casino Resort, Las Vegas, Nevada, United States",Charles Oliveira,Jonathan Brookins,win,loss,30300,17316,Submission,Guillotine Choke,Kim Winslow,2,2:42
19325,6,UFC - The Ultimate Fighter 15 Finale,2012-06-01,"Palms Casino Resort, Las Vegas, Nevada, United States",Justin Lawrence,John Cofer,win,loss,73756,33523,KO,Head Kick,Herb Dean,3,0:19
19325,5,UFC - The Ultimate Fighter 15 Finale,2012-06-01,"Palms Casino Resort, Las Vegas, Nevada, United States",Daron Cruickshank,Chris Tickle,win,loss,53717,22955,Decision,Unanimous,Steve Mazzagatti,3,5:00
19325,4,UFC - The Ultimate Fighter 15 Finale,2012-06-01,"Palms Casino Resort, Las Vegas, Nevada, United States",Myles Jury,Chris Saunders,win,loss,34236,7358,Submission,Guillotine Choke,Kim Winslow,1,4:03
19325,3,UFC - The Ultimate Fighter 15 Finale,2012-06-01,"Palms Casino Resort, Las Vegas, Nevada, United States",Sam Sicilia,Cristiano Marcello,win,loss,53205,3530,KO,Punches,Chris Tognoni,2,2:53
19325,2,UFC - The Ultimate Fighter 15 Finale,2012-06-01,"Palms Casino Resort, Las Vegas, Nevada, United States",Joe Proctor,Jeremy Larsen,win,loss,46307,19863,TKO,Knee and Punches,Herb Dean,1,1:59
21037,1,UFC on FX 3 - Johnson vs. McCall,2012-06-08,"BankAtlantic Center, Fort Lauderdale, Florida, United States",Sean Pierson,Jake Hecht,win,loss,573,15759,Decision,Unanimous,Chris Adams,3,5:00
21037,12,UFC on FX 3 - Johnson vs. McCall,2012-06-08,"BankAtlantic Center, Fort Lauderdale, Florida, United States",Demetrious Johnson,Ian McCall,win,loss,45452,5001,Decision,Unanimous,Troy Waugh,3,5:00
21037,11,UFC on FX 3 - Johnson vs. McCall,2012-06-08,"BankAtlantic Center, Fort Lauderdale, Florida, United States",Erick Silva,Charlie Brenneman,win,loss,15009,23403,Submission,Rear-Naked Choke,Frank Gentile,1,4:33
21037,10,UFC on FX 3 - Johnson vs. McCall,2012-06-08,"BankAtlantic Center, Fort Lauderdale, Florida, United States",Mike Pyle,Josh Neer,win,loss,4577,9179,KO,Punch,Chris Adams,1,4:56
21037,9,UFC on FX 3 - Johnson vs. McCall,2012-06-08,"BankAtlantic Center, Fort Lauderdale, Florida, United States",Eddie Wineland,Scott Jorgensen,win,loss,4173,16852,KO,Punches,Troy Waugh,2,4:10
21037,8,UFC on FX 3 - Johnson vs. McCall,2012-06-08,"BankAtlantic Center, Fort Lauderdale, Florida, United States",Mike Pierce,Carlos Eduardo Rocha,win,loss,25415,35142,Decision,Unanimous,Frank Gentile,3,5:00
21037,7,UFC on FX 3 - Johnson vs. McCall,2012-06-08,"BankAtlantic Center, Fort Lauderdale, Florida, United States",Seth Baczynski,Lance Benoist,win,loss,13827,59764,Decision,Split,Chris Adams,3,5:00
21037,6,UFC on FX 3 - Johnson vs. McCall,2012-06-08,"BankAtlantic Center, Fort Lauderdale, Florida, United States",Matt Grice,Leonard Garcia,win,loss,14539,2815,Decision,Unanimous,Troy Waugh,3,5:00
21037,5,UFC on FX 3 - Johnson vs. McCall,2012-06-08,"BankAtlantic Center, Fort Lauderdale, Florida, United States",Dustin Pague,Jared Papazian,win,loss,39781,33531,Submission,Rear-Naked Choke,Frank Gentile,1,3:21
21037,4,UFC on FX 3 - Johnson vs. McCall,2012-06-08,"BankAtlantic Center, Fort Lauderdale, Florida, United States",Tim Means,Justin Salas,win,loss,11281,16180,TKO,Knees and Punches,Chris Adams,1,1:06
21037,3,UFC on FX 3 - Johnson vs. McCall,2012-06-08,"BankAtlantic Center, Fort Lauderdale, Florida, United States",Buddy Roberts,Caio Magalhaes,win,loss,23811,51163,Decision,Unanimous,Troy Waugh,3,5:00
21037,2,UFC on FX 3 - Johnson vs. McCall,2012-06-08,"BankAtlantic Center, Fort Lauderdale, Florida, United States",Henry Martinez,Bernardo Magalhaes,win,loss,13237,26495,Decision,Split,Frank Gentile,3,5:00
20385,12,UFC on FX 4 - Maynard vs. Guida,2012-06-22,"Revel Atlantic City, Atlantic City, New Jersey, United States",Gray Maynard,Clay Guida,win,loss,15835,8184,Decision,Split,Dan Miragliotta,5,5:00
20385,11,UFC on FX 4 - Maynard vs. Guida,2012-06-22,"Revel Atlantic City, Atlantic City, New Jersey, United States",Sam Stout,Spencer Fisher,win,loss,9901,5118,Decision,Unanimous,Kevin Mulhall,3,5:00
20385,10,UFC on FX 4 - Maynard vs. Guida,2012-06-22,"Revel Atlantic City, Atlantic City, New Jersey, United States",Brian Ebersole,T.J. Waldburger,win,loss,3015,15125,Decision,Unanimous,Kevin Mulhall,3,5:00
20385,9,UFC on FX 4 - Maynard vs. Guida,2012-06-22,"Revel Atlantic City, Atlantic City, New Jersey, United States",Cub Swanson,Ross Pearson,win,loss,11002,11884,TKO,Punches,Yves Lavigne,2,4:14
20385,8,UFC on FX 4 - Maynard vs. Guida,2012-06-22,"Revel Atlantic City, Atlantic City, New Jersey, United States",Ricardo Lamas,Hatsu Hioki,win,loss,32051,5466,Decision,Unanimous,Yves Lavigne,3,5:00
1943,6,UFC 46 - Supernatural,2004-01-31,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Renato Verissimo,Carlos Newton,win,loss,4095,7,Decision,Unanimous,N/A,3,5:00
20385,7,UFC on FX 4 - Maynard vs. Guida,2012-06-22,"Revel Atlantic City, Atlantic City, New Jersey, United States",Ramsey Nijem,C.J. Keith,win,loss,36963,70452,TKO,Punches,Yves Lavigne,1,2:29
20385,6,UFC on FX 4 - Maynard vs. Guida,2012-06-22,"Revel Atlantic City, Atlantic City, New Jersey, United States",Rick Story,Brock Jardine,win,loss,25989,36630,Decision,Unanimous,Dan Miragliotta,3,5:00
20385,5,UFC on FX 4 - Maynard vs. Guida,2012-06-22,"Revel Atlantic City, Atlantic City, New Jersey, United States",Steven Siler,Joey Gambino,win,loss,22537,55503,Submission,Guillotine Choke,Kevin Mulhall,1,2:47
20385,4,UFC on FX 4 - Maynard vs. Guida,2012-06-22,"Revel Atlantic City, Atlantic City, New Jersey, United States",Chris Camozzi,Nick Catone,win,loss,17224,23006,TKO,Doctor Stoppage,Dan Miragliotta,3,1:51
20385,3,UFC on FX 4 - Maynard vs. Guida,2012-06-22,"Revel Atlantic City, Atlantic City, New Jersey, United States",Matt Brown,Luis Ramos,win,loss,14310,3217,TKO,Knees and Punches,Gasper Oliver,2,4:20
20385,2,UFC on FX 4 - Maynard vs. Guida,2012-06-22,"Revel Atlantic City, Atlantic City, New Jersey, United States",Dan Miller,Ricardo Funch,win,loss,14464,24057,Submission,Guillotine Choke,Dan Miragliotta,3,3:12
20385,1,UFC on FX 4 - Maynard vs. Guida,2012-06-22,"Revel Atlantic City, Atlantic City, New Jersey, United States",Ken Stone,Dustin Pague,win,loss,24913,39781,Decision,Split,Gasper Oliver,3,5:00
19449,11,UFC 147 - Silva vs. Franklin 2,2012-06-23,"Jornalista Felipe Drumond Stadium, Belo Horizonte, Minas Gerais, Brazil",Rich Franklin,Wanderlei Silva,win,loss,392,209,Decision,Unanimous,Mario Yamasaki,5,5:00
19449,10,UFC 147 - Silva vs. Franklin 2,2012-06-23,"Jornalista Felipe Drumond Stadium, Belo Horizonte, Minas Gerais, Brazil",Cezar Ferreira,Sergio Moraes,win,loss,22400,21343,Decision,Unanimous,Herb Dean,3,5:00
19449,9,UFC 147 - Silva vs. Franklin 2,2012-06-23,"Jornalista Felipe Drumond Stadium, Belo Horizonte, Minas Gerais, Brazil",Rony Mariano Bezerra,Godofredo Castro,win,loss,38190,40623,Decision,Unanimous,Marc Goddard,3,5:00
19449,8,UFC 147 - Silva vs. Franklin 2,2012-06-23,"Jornalista Felipe Drumond Stadium, Belo Horizonte, Minas Gerais, Brazil",Fabricio Werdum,Mike Russow,win,loss,8390,20552,TKO,Punches,Herb Dean,1,2:28
19449,7,UFC 147 - Silva vs. Franklin 2,2012-06-23,"Jornalista Felipe Drumond Stadium, Belo Horizonte, Minas Gerais, Brazil",Hacran Dias,Iuri Alcantara,win,loss,19789,16129,Decision,Unanimous,Marc Goddard,3,5:00
19449,6,UFC 147 - Silva vs. Franklin 2,2012-06-23,"Jornalista Felipe Drumond Stadium, Belo Horizonte, Minas Gerais, Brazil",Rodrigo Damm,Anistavio Medeiros de Figueiredo,win,loss,11507,21962,Submission,Rear-Naked Choke,Mario Yamasaki,1,2:12
19449,5,UFC 147 - Silva vs. Franklin 2,2012-06-23,"Jornalista Felipe Drumond Stadium, Belo Horizonte, Minas Gerais, Brazil",Francisco Trinaldo,Delson Heleno,win,loss,31103,5434,TKO,Punches,Herb Dean,1,4:21
19449,4,UFC 147 - Silva vs. Franklin 2,2012-06-23,"Jornalista Felipe Drumond Stadium, Belo Horizonte, Minas Gerais, Brazil",Hugo Viana,John Teixeira da Conceicao,win,loss,65456,44311,Decision,Split,Marc Goddard,3,5:00
19449,3,UFC 147 - Silva vs. Franklin 2,2012-06-23,"Jornalista Felipe Drumond Stadium, Belo Horizonte, Minas Gerais, Brazil",Thiago de Oliveira Perpetuo,Leonardo Mafra Texeira,win,loss,53207,76653,TKO,Punches,Mario Yamasaki,3,0:41
19449,2,UFC 147 - Silva vs. Franklin 2,2012-06-23,"Jornalista Felipe Drumond Stadium, Belo Horizonte, Minas Gerais, Brazil",Marcos Vinicius Borges Pancini,Wagner Campos,win,loss,51728,22197,TKO,Knees and Punches,Herb Dean,3,1:04
19449,1,UFC 147 - Silva vs. Franklin 2,2012-06-23,"Jornalista Felipe Drumond Stadium, Belo Horizonte, Minas Gerais, Brazil",Felipe Arantes,Milton Vieira,draw,draw,31372,4481,Draw,Split,Marc Goddard,3,5:00
20355,11,UFC 148 - Silva vs. Sonnen 2,2012-07-07,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Anderson Silva,Chael Sonnen,win,loss,1356,4112,TKO,Knee to the Body and Punches,Yves Lavigne,2,1:55
20355,10,UFC 148 - Silva vs. Sonnen 2,2012-07-07,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Forrest Griffin,Tito Ortiz,win,loss,3526,158,Decision,Unanimous,Steve Mazzagatti,3,5:00
20355,9,UFC 148 - Silva vs. Sonnen 2,2012-07-07,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Cung Le,Patrick Cote,win,loss,14883,6612,Decision,Unanimous,Josh Rosenthal,3,5:00
20355,8,UFC 148 - Silva vs. Sonnen 2,2012-07-07,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Demian Maia,Dong Hyun Kim,win,loss,14637,16374,TKO,Rib Injury,Mario Yamasaki,1,0:47
20355,7,UFC 148 - Silva vs. Sonnen 2,2012-07-07,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Chad Mendes,Cody McKenzie,win,loss,38393,22173,KO,Punch to the Body,Steve Mazzagatti,1,0:31
20355,5,UFC 148 - Silva vs. Sonnen 2,2012-07-07,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Melvin Guillard,Fabricio Camoes,win,loss,7431,2427,Decision,Unanimous,Yves Lavigne,3,5:00
20355,4,UFC 148 - Silva vs. Sonnen 2,2012-07-07,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Khabib Nurmagomedov,Gleison Tibau,win,loss,56035,5993,Decision,Unanimous,Mario Yamasaki,3,5:00
20355,3,UFC 148 - Silva vs. Sonnen 2,2012-07-07,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Costas Philippou,Riki Fukuda,win,loss,32432,10229,Decision,Unanimous,Steve Mazzagatti,3,5:00
20355,2,UFC 148 - Silva vs. Sonnen 2,2012-07-07,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Shane Roller,John Alessio,win,loss,24540,259,Decision,Unanimous,Josh Rosenthal,3,5:00
20355,1,UFC 148 - Silva vs. Sonnen 2,2012-07-07,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Rafaello Oliveira,Yoislandy Izquierdo,win,loss,37260,64716,Decision,Unanimous,Mario Yamasaki,3,5:00
21725,11,UFC on Fuel TV 4 - Munoz vs. Weidman,2012-07-11,"HP Pavillion, San Jose, California, United States",Chris Weidman,Mark Munoz,win,loss,42804,22411,KO,Elbow and Punches,Josh Rosenthal,2,1:37
21725,10,UFC on Fuel TV 4 - Munoz vs. Weidman,2012-07-11,"HP Pavillion, San Jose, California, United States",James Te Huna,Joey Beltran,win,loss,9033,21219,Decision,Unanimous,Jason McCoy,3,5:00
21725,9,UFC on Fuel TV 4 - Munoz vs. Weidman,2012-07-11,"HP Pavillion, San Jose, California, United States",Aaron Simpson,Kenny Robertson,win,loss,24986,31978,Decision,Unanimous,Marcos Rosales,3,5:00
21725,8,UFC on Fuel TV 4 - Munoz vs. Weidman,2012-07-11,"HP Pavillion, San Jose, California, United States",Francis Carmont,Karlos Vemola,win,loss,9798,40238,Submission,Rear-Naked Choke,Josh Rosenthal,2,1:39
1943,5,UFC 46 - Supernatural,2004-01-31,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Frank Mir,Wes Sims,win,loss,2329,2713,KO,Punches,N/A,2,4:21
1943,4,UFC 46 - Supernatural,2004-01-31,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Lee Murray,Jorge Rivera,win,loss,1659,2712,Submission,Triangle Armbar,N/A,1,1:45
1943,3,UFC 46 - Supernatural,2004-01-31,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Georges St. Pierre,Karo Parisyan,win,loss,3500,5153,Decision,Unanimous,N/A,3,5:00
21725,7,UFC on Fuel TV 4 - Munoz vs. Weidman,2012-07-11,"HP Pavillion, San Jose, California, United States",T.J. Dillashaw,Vaughan Lee,win,loss,62507,6946,Submission,Neck Crank,Jason McCoy,1,2:33
21725,6,UFC on Fuel TV 4 - Munoz vs. Weidman,2012-07-11,"HP Pavillion, San Jose, California, United States",Rafael dos Anjos,Anthony Njokuani,win,loss,11675,7540,Decision,Unanimous,Marcos Rosales,3,5:00
21725,5,UFC on Fuel TV 4 - Munoz vs. Weidman,2012-07-11,"HP Pavillion, San Jose, California, United States",Alex Caceres,Damacio Page,win,loss,41586,12158,Submission,Triangle Choke,Josh Rosenthal,2,1:27
21725,4,UFC on Fuel TV 4 - Munoz vs. Weidman,2012-07-11,"HP Pavillion, San Jose, California, United States",Chris Cariaso,Josh Ferguson,win,loss,16467,26649,Decision,Unanimous,Jason McCoy,3,5:00
21725,3,UFC on Fuel TV 4 - Munoz vs. Weidman,2012-07-11,"HP Pavillion, San Jose, California, United States",Andrew Craig,Rafael Natal,win,loss,63284,13968,KO,Head Kick,Marcos Rosales,2,4:52
21725,2,UFC on Fuel TV 4 - Munoz vs. Weidman,2012-07-11,"HP Pavillion, San Jose, California, United States",Marcelo Guimaraes,Daniel Stittgen,win,loss,20277,42258,Decision,Split,Josh Rosenthal,3,5:00
21725,1,UFC on Fuel TV 4 - Munoz vs. Weidman,2012-07-11,"HP Pavillion, San Jose, California, United States",Raphael Assuncao,Issei Tamura,win,loss,9574,34371,TKO,Punches,Jason McCoy,2,0:25
20821,11,UFC 149 - Faber vs. Barao,2012-07-21,"Scotiabank Saddledome, Calgary, Alberta, Canada",Renan Barao,Urijah Faber,win,loss,23156,8847,Decision,Unanimous,Mario Yamasaki,5,5:00
20821,9,UFC 149 - Faber vs. Barao,2012-07-21,"Scotiabank Saddledome, Calgary, Alberta, Canada",Cheick Kongo,Shawn Jordan,win,loss,2193,45624,Decision,Unanimous,Yves Lavigne,3,5:00
20821,8,UFC 149 - Faber vs. Barao,2012-07-21,"Scotiabank Saddledome, Calgary, Alberta, Canada",James Head,Brian Ebersole,win,loss,23253,3015,Decision,Split,Mario Yamasaki,3,5:00
20821,6,UFC 149 - Faber vs. Barao,2012-07-21,"Scotiabank Saddledome, Calgary, Alberta, Canada",Nick Ring,Court McGee,win,loss,6748,34124,Decision,Unanimous,Yves Lavigne,3,5:00
20821,4,UFC 149 - Faber vs. Barao,2012-07-21,"Scotiabank Saddledome, Calgary, Alberta, Canada",Ryan Jimmo,Anthony Perosh,win,loss,21044,9491,KO,Punch,Josh Rosenthal,1,0:07
20821,3,UFC 149 - Faber vs. Barao,2012-07-21,"Scotiabank Saddledome, Calgary, Alberta, Canada",Bryan Caraway,Mitch Gagnon,win,loss,13791,37404,Submission,Rear-Naked Choke,Yves Lavigne,3,1:39
20821,2,UFC 149 - Faber vs. Barao,2012-07-21,"Scotiabank Saddledome, Calgary, Alberta, Canada",Antonio Carvalho,Daniel Pineda,win,loss,5346,21564,KO,Punches,Mario Yamasaki,1,1:11
20821,1,UFC 149 - Faber vs. Barao,2012-07-21,"Scotiabank Saddledome, Calgary, Alberta, Canada",Anton Kuivanen,Mitch Clarke,win,loss,14865,22556,Decision,Split,Josh Rosenthal,3,5:00
20081,10,UFC on Fox 4 - Shogun vs. Vera,2012-08-04,"Staples Center, Los Angeles, California, United States",Mauricio Rua,Brandon Vera,win,loss,5707,4886,TKO,Punches,Herb Dean,4,4:09
20081,9,UFC on Fox 4 - Shogun vs. Vera,2012-08-04,"Staples Center, Los Angeles, California, United States",Lyoto Machida,Ryan Bader,win,loss,7513,22858,KO,Punches,John McCarthy,2,1:32
20081,8,UFC on Fox 4 - Shogun vs. Vera,2012-08-04,"Staples Center, Los Angeles, California, United States",Joe Lauzon,Jamie Varner,win,loss,4923,7168,Submission,Triangle Choke,Luis Cobian,3,2:44
20081,7,UFC on Fox 4 - Shogun vs. Vera,2012-08-04,"Staples Center, Los Angeles, California, United States",Mike Swick,DaMarques Johnson,win,loss,5199,12913,KO,Punches,Herb Dean,2,1:20
20081,6,UFC on Fox 4 - Shogun vs. Vera,2012-08-04,"Staples Center, Los Angeles, California, United States",Nam Phan,Cole Miller,win,loss,5778,13133,Decision,Split,John McCarthy,3,5:00
20081,4,UFC on Fox 4 - Shogun vs. Vera,2012-08-04,"Staples Center, Los Angeles, California, United States",Rani Yahya,Josh Grispi,win,loss,10425,20416,Submission,North-South Choke,Herb Dean,1,3:15
20081,3,UFC on Fox 4 - Shogun vs. Vera,2012-08-04,"Staples Center, Los Angeles, California, United States",Philip De Fries,Oli Thompson,win,loss,46202,54543,Submission,Rear-Naked Choke,John McCarthy,2,4:16
20081,2,UFC on Fox 4 - Shogun vs. Vera,2012-08-04,"Staples Center, Los Angeles, California, United States",Manny Gamburyan,Michihiro Omigawa,win,loss,5185,13005,Decision,Unanimous,Luis Cobian,3,5:00
20081,1,UFC on Fox 4 - Shogun vs. Vera,2012-08-04,"Staples Center, Los Angeles, California, United States",John Moraga,Ulysses Gomez,win,loss,55159,30396,KO,Elbows and Punches,Herb Dean,1,3:46
22013,10,UFC 150 - Henderson vs. Edgar 2,2012-08-11,"Pepsi Center, Denver, Colorado, United States",Benson Henderson,Frankie Edgar,win,loss,20548,14204,Decision,Split,Herb Dean,5,5:00
22013,9,UFC 150 - Henderson vs. Edgar 2,2012-08-11,"Pepsi Center, Denver, Colorado, United States",Donald Cerrone,Melvin Guillard,win,loss,15105,7431,KO,Head Kick and Punch,Josh Rosenthal,1,1:16
22013,7,UFC 150 - Henderson vs. Edgar 2,2012-08-11,"Pepsi Center, Denver, Colorado, United States",Yushin Okami,Buddy Roberts,win,loss,5569,23811,TKO,Punches,Herb Dean,2,3:09
22013,6,UFC 150 - Henderson vs. Edgar 2,2012-08-11,"Pepsi Center, Denver, Colorado, United States",Max Holloway,Justin Lawrence,win,loss,38671,73756,TKO,Punches,Josh Rosenthal,2,4:49
22013,5,UFC 150 - Henderson vs. Edgar 2,2012-08-11,"Pepsi Center, Denver, Colorado, United States",Dennis Bermudez,Tommy Hayden,win,loss,58065,30943,Submission,Guillotine Choke,Tom Johnson,1,4:43
